noun,h_adj,h_verb,h_adj_norm,h_verb_norm,delta,ratio,tau_entropy,variety_adj,variety_verb
swimmer,5.027962707886928,4.262692390839622,0.6892699265621035,0.9862941486421736,0.7652703170473059,1.1795274551576476,2.5536503671894826,157,20
hummock,4.830186240722872,3.2516291673878226,0.9076008083166524,0.9788379141596311,1.5785570733350496,1.4854665129613087,1.4619959584167384,40,10
picking,3.2044437461064526,4.238666566058884,0.5493749647815573,0.9244713703530172,-1.034222819952431,0.7560027891238323,3.2531251760922135,57,24
exterminator,2.974937501201927,1.5,0.9916458337339756,0.9463946303571862,1.4749375012019268,1.9832916674679513,1.0417708313301217,8,3
rotten,1.8654371053199075,0.0,0.9327185526599537,0.0,1.8654371053199075,,1.3364072367002313,4,1
snatcher,3.312487689168953,0.9182958340544896,0.8478578061265152,0.9182958340544896,2.3941918551144634,3.6072119314138122,1.760710969367424,15,2
sua,1.0,0.0,1.0,0.0,1.0,,1.0,2,1
pilgrimage,5.738772528822065,1.7735506365734732,0.8839960553122526,0.4539545178375371,3.965221892248592,3.2357534149176934,1.5800197234387372,90,15
cartridge,6.34982265177971,5.402140313521591,0.849391261796083,0.9261515818750042,0.9476823382581188,1.1754271979730078,1.7530436910195848,178,57
helper,6.013750733462331,4.214192447093236,0.8265046607921037,0.9191334599640449,1.7995582863690949,1.4270232812007317,1.8674766960394815,155,24
dayside,1.584962500721156,0.0,1.0,0.0,1.584962500721156,,1.0,3,1
handspan,3.3484181112463247,3.0849625007211556,0.967909899767089,0.973197315178593,0.2634556105251691,1.085399939371575,1.1604505011645552,11,9
springboard,1.9749375012019272,1.0,0.9874687506009636,1.0,0.9749375012019272,1.9749375012019272,1.062656246995182,4,2
jahar,2.7527152789797045,1.0,0.9805369664346351,1.0,1.7527152789797045,2.7527152789797045,1.0973151678268247,7,2
splurge,3.609813279391034,0.9182958340544896,0.9239606769251716,0.9182958340544896,2.6915174453365442,3.930991675583313,1.380196615374142,15,2
glinting,5.095797069394742,3.8219280948873617,0.8492995115657903,0.9782531661325101,1.27386897450738,1.3333053220471232,1.7535024421710483,64,15
surrounding,6.422591140930922,5.5560715921362895,0.7501062014738739,0.8309386306856185,0.8665195487946322,1.1559590322811983,2.249468992630631,378,103
damage,6.0489257249485,3.977616782243006,0.6676005651832847,0.5193923922317362,2.071308942705494,1.5207412016040087,2.6619971740835764,534,202
trelli,4.099516878429872,3.3027227528624894,0.8527593541346499,0.9212712133524713,0.7967941255673829,1.2412537125245517,1.7362032293267506,28,12
belly,6.444852635250109,6.87372154445797,0.7132280666118025,0.8533185024232234,-0.4288689092078606,0.9376074654124384,2.4338596669409878,525,266
redemption,5.0799813878488,4.588421175007883,0.9196930220504194,0.9261686230293066,0.4915602128409171,1.1071305780555494,1.4015348897479032,46,31
unknown,3.922999490632159,3.418295834054489,0.6848907071512954,0.9881090915741205,0.5047036565776697,1.14764774059331,2.575546464243523,53,11
footbridge,3.540696597204558,2.4056390622295662,0.7532692278850917,0.9306282244165778,1.1350575349749916,1.4718320186915368,2.2336538605745417,26,6
cama,0.27138958750811115,2.0,0.27138958750811115,1.0,-1.7286104124918888,0.13569479375405558,4.643052062459445,2,4
dyspeptic,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
couple,6.271354097194184,7.530616102906648,0.6159768500628359,0.8212298466696487,-1.259262005712464,0.8327810117386787,2.9201157496858205,1161,576
gezet,0.0,0.8112781244591328,0.0,0.8112781244591328,-0.8112781244591328,0.0,6.0,1,2
halfpenny,2.292481250360578,2.0,0.9873179343530822,1.0,0.29248125036057804,1.146240625180289,1.0634103282345888,5,4
disappearing,2.5469054877152697,3.169925001442312,0.7362207924544899,1.0,-0.6230195137270425,0.8034592258669939,2.3188960377275505,11,9
clinker,1.9219280948873623,0.0,0.9609640474436811,0.0,1.9219280948873623,,1.1951797627815943,4,1
servomotor,1.0,0.0,1.0,0.0,1.0,,1.0,2,1
ihr,0.9709505944546686,2.353533948577482,0.9709505944546686,0.8383457075860213,-1.3825833541228134,0.4125500696692854,1.145247027726657,2,7
front,7.557913804907128,7.700323351707881,0.7969275218341828,0.8795456651847339,-0.1424095468007529,0.9815060302929789,2.015362390829086,716,432
humanism,2.877598892201235,1.0,0.8318126239866965,1.0,1.877598892201235,2.877598892201235,1.8409368800665173,11,2
poverty,6.571476432104432,5.2114493614945,0.8549373552846946,0.9792408444039301,1.3600270706099318,1.2609690656612105,1.725313223576527,206,40
wäre,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
bloke,6.03635516149347,3.9705730958116834,0.8048638935220964,0.9714028604103715,2.0657820656817862,1.5202730225167884,1.975680532389518,181,17
daypack,2.589896943030422,0.0,0.8632989810101407,0.0,2.589896943030422,,1.6835050949492967,8,1
sunlight,6.344555066477163,5.286192663815992,0.713530072057511,0.7425532266407204,1.0583624026611709,1.2002126047931747,2.432349639712445,475,139
convergence,4.239131853899211,3.546593564294939,0.8332506764525803,0.9892972558517701,0.6925382896042724,1.1952685801317493,1.8337466177370985,34,12
revitalizing,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
proclivity,4.224736462518327,2.9847696187067423,0.7411246625542791,0.8325804295320584,1.2399668438115845,1.4154313405095715,2.2943766872286044,52,12
ums,0.9182958340544896,0.0,0.9182958340544896,0.0,0.9182958340544896,,1.4085208297275522,2,1
nugget,5.455719949409886,4.91070150120865,0.7871774219232389,0.9573855614879865,0.5450184482012359,1.110985863845948,2.0641128903838055,122,35
acquisition,4.910682709731524,4.8530559073332755,0.6858618652135031,0.9795849020270856,0.057626802398248245,1.0118743331003401,2.5706906739324844,143,31
maritime,1.584962500721156,0.0,1.0,0.0,1.584962500721156,,1.0,3,1
kerplop,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
battery,7.137021887959534,6.062861690402416,0.8324370867943525,0.8889593255270551,1.0741601975571182,1.1771704934746452,1.8378145660282377,381,113
radioactivity,3.2329312195651583,2.75,0.9345267014812798,0.979569764547061,0.4829312195651583,1.1756113525691485,1.327366492593601,11,7
crate,5.765808774427743,6.298764768858481,0.7057358266336413,0.9201335071679098,-0.532955994430738,0.9153872205125506,2.4713208668317934,288,115
matriarch,4.638725972868981,2.0,0.8496719616440276,1.0,2.638725972868981,2.3193629864344905,1.751640191779862,44,4
licker,3.042481250360578,1.0,0.9597959727678896,1.0,2.042481250360578,3.042481250360578,1.201020136160552,9,2
laurel,5.045092635276229,3.521640636343319,0.9241058387934367,0.9823368126263248,1.5234519989329103,1.4325972341444755,1.3794708060328167,44,12
hyper,3.256601626876191,2.6416041678685933,0.9084060506131063,0.9409583900892993,0.6149974590075975,1.2328121171552415,1.4579697469344683,12,7
snug,3.9515643644934917,4.579292681437934,0.7154014738913711,0.9001132439352594,-0.6277283169444425,0.8629202454149905,2.4229926305431446,46,34
frosting,4.304203785904607,2.807354922057604,0.8687996026480611,1.0,1.4968488638470032,1.5331883233167798,1.6560019867596945,31,7
depiction,6.6138695420712255,4.208410187268527,0.9137192213277527,0.9581297939542159,2.405459354802699,1.5715838636832036,1.4314038933612363,151,21
gravedigger,3.0001389792599906,1.0,0.903131823917976,1.0,2.0001389792599906,3.0001389792599906,1.4843408804101201,10,2
étion,0.8854828044487213,1.0,0.44274140222436065,1.0,-0.1145171955512787,0.8854828044487213,3.7862929888781967,4,2
shitter,1.3346791410515946,2.2516291673878226,0.8420887815606471,0.9697238998682473,-0.916950026336228,0.5927615259132537,1.7895560921967641,3,5
clacking,4.221438131380083,1.584962500721156,0.9207137748053783,1.0,2.6364756306589268,2.6634309199487896,1.3964311259731086,24,3
inlay,5.136511991057326,1.4591479170272446,0.946601801286292,0.920619835714305,3.677364074030081,3.520213359535241,1.26699099356854,43,3
nucommandment,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
klaar,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
backstory,3.9380042370955337,2.321928094887362,0.9270412982878768,1.0,1.6160761422081715,1.6960061105107427,1.3647935085606158,19,5
occur,3.276610871654405,0.0,0.9863581564866792,0.0,3.276610871654405,,1.0682092175666038,10,1
flour,5.664057203491819,4.676207579813815,0.7845858130943332,0.8328493741693457,0.9878496236780032,1.2112501651856384,2.0770709345283342,149,49
shoveling,1.584962500721156,1.0,1.0,1.0,0.5849625007211561,1.584962500721156,1.0,3,2
childhood,5.919978568354853,4.8449834411342545,0.7177534670019436,0.8015664341967986,1.0749951272205989,1.2218779775579445,2.4112326649902815,304,66
decolletage,1.8585552118703146,0.0,0.9292776059351573,0.0,1.8585552118703146,,1.3536119703242135,4,1
letterbox,2.4056390622295662,0.0,0.9306282244165778,0.0,2.4056390622295662,,1.3468588779171111,6,1
maiden,6.110539425950859,5.0671742279848235,0.7716435102942756,0.9655572061550532,1.0433651979660352,1.205906714674181,2.1417824485286223,242,38
playlist,4.495043955390526,2.521640636343318,0.891096898662273,0.9755037590061085,1.9734033190472076,1.782587054874274,1.5445155066886347,33,6
veil,6.571073676907039,5.9876111056544,0.7688258826345009,0.8553730150934857,0.5834625712526389,1.0974449677771567,2.155870586827495,374,128
temprano,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
deliverance,4.6638817064518845,3.4182958340544896,0.9245672713307019,0.9881090915741206,1.245585872397395,1.3643879678254727,1.3771636433464902,33,11
glare,7.85973991704468,5.531372326896878,0.8086660655153056,0.7816188299723401,2.328367590147802,1.4209385036016957,1.9566696724234718,843,135
nonattachment,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
sig,3.8873756428342428,3.975418017913833,0.951048558436585,0.9725881732291829,-0.08804237507959023,0.9778533038078365,1.244757207817075,17,17
reporting,5.478452544673247,3.6143694458867563,0.8503027456632337,0.9493124544147954,1.8640830987864905,1.5157422689337594,1.7484862716838314,87,14
illness,5.899773142389611,5.473856875894125,0.7005138652086866,0.8474208257117377,0.4259162664954861,1.0778091711478874,2.4974306739565666,343,88
scandal,6.694964305005633,5.643118245577329,0.8356977141640105,0.8901028010141749,1.0518460594283034,1.1863944744118493,1.8215114291799475,258,81
jape,3.225433027380978,1.061278124459133,0.8063582568452445,0.6695919455357793,2.164154902921845,3.0391967506394986,1.9682087157737773,16,3
paraffin,3.1763523635787303,2.0,0.9561773382353816,1.0,1.1763523635787303,1.5881761817893651,1.2191133088230917,10,4
bun,5.964505191137541,5.346143272171579,0.7175014039318344,0.9165513594785546,0.6183619189659622,1.1156650481450316,2.4124929803408284,318,57
piggyback,1.4854752972273344,1.5304930567574826,0.9372305632161296,0.9656336071428252,-0.045017759530148194,0.9705861066592989,1.3138471839193517,3,3
mudhole,1.5566567074628228,0.0,0.9821410328348752,0.0,1.5566567074628228,,1.089294835825624,3,1
intent,7.2153329991571615,6.376447480128313,0.8148436189969183,0.9080195811302024,0.8388855190288487,1.1315600138859714,1.9257819050154086,463,130
cloudburst,3.083523786417465,1.0,0.8601272079686131,1.0,2.083523786417465,3.083523786417465,1.6993639601569346,12,2
must,1.9336304330009888,1.0,0.6887730574457491,1.0,0.9336304330009888,1.9336304330009888,2.5561347127712546,7,2
backend,1.5566567074628228,0.0,0.9821410328348752,0.0,1.5566567074628228,,1.089294835825624,3,1
crescendo,6.600697065419891,1.209638735655626,0.9258570672157739,0.27539875178018414,5.391058329764265,5.456750739585322,1.3707146639211305,140,21
spaceplane,2.5216406363433186,1.0,0.9755037590061086,1.0,1.5216406363433186,2.5216406363433186,1.1224812049694568,6,2
giraffe,4.886189922959728,3.584962500721156,0.8897160643691062,1.0,1.301227422238572,1.3629682101212537,1.551419678154469,45,12
sonofabitch,6.147516023407889,2.584962500721156,0.8980388515150649,1.0,3.5625535226867333,2.378183831174668,1.5098057424246756,115,6
dvd,5.559797477782121,4.715708489562877,0.9337611976419488,0.9431416979125753,0.8440889882192444,1.1789951584342924,1.3311940117902563,62,32
maverick,4.35024034470598,1.5,0.9755145311624525,0.9463946303571862,2.8502403447059796,2.9001602298039866,1.1224273441877377,22,3
astronomy,4.592620970811561,2.321928094887362,0.9270163479761103,1.0,2.270692875924199,1.9779341922448082,1.3649182601194485,31,5
că,1.5069195183551618,1.584962500721156,0.5829560459522177,1.0,-0.07804298236599427,0.9507603603678416,3.0852197702389113,6,3
jimmy,2.321928094887362,0.0,1.0,0.0,2.321928094887362,,1.0,5,1
schlup,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
linguist,5.567204224327504,2.0,0.9313942622027482,1.0,3.5672042243275044,2.783602112163752,1.3430286889862588,63,4
diet,6.812926441875883,5.612073216053577,0.8004140532514674,0.9219067717382372,1.2008532258223052,1.2139767568226325,1.997929733742663,365,68
pleasure,7.558980297974078,5.750273526618672,0.7279656743935505,0.6936381729392962,1.8087067713554061,1.3145427366163882,2.3601716280322473,1336,313
datacard,2.0,1.9219280948873623,1.0,0.9609640474436811,0.07807190511263773,1.040621657657392,1.0,4,4
lubber,2.5559130951758244,0.0,0.9887621559162938,0.0,2.5559130951758244,,1.056189220418531,6,1
nest,7.3384225481636545,5.5489070119784785,0.8378894175503871,0.7750009393988957,1.789515536185176,1.3224987429636381,1.8105529122480641,433,143
pussy,6.05786024948084,6.586347972089266,0.6946211846007976,0.8736184151453456,-0.5284877226084257,0.9197601273349086,2.526894076996012,422,186
periscope,4.589233409576028,3.121928094887362,0.935263038813871,0.9848586617875466,1.4673053146886663,1.4699997149491062,1.3236848059306452,30,9
preconception,3.579732082161054,3.2806390622295662,0.8282720127610889,0.948317360735068,0.2990930199314876,1.0911691332871651,1.8586399361945558,20,11
schoolyard,3.4681390622295662,2.0,0.9674129259460623,0.8613531161467861,1.4681390622295662,1.7340695311147831,1.1629353702696883,12,5
uit,4.812616259067934,4.667481250360578,0.9308870549815141,0.9252808444226378,0.1451350087073564,1.0310949312750093,1.3455647250924292,36,33
season,6.776997168005169,5.954243257153118,0.7423361895371527,0.8682210203532881,0.8227539108520503,1.1381794252130422,2.288319052314236,560,116
reinvention,2.2359263506290326,0.0,0.9629610647945144,0.0,2.2359263506290326,,1.1851946760274281,5,1
nuevamente,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
interrex,1.5566567074628228,0.0,0.9821410328348752,0.0,1.5566567074628228,,1.089294835825624,3,1
nieuwe,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
posada,2.0,0.0,1.0,0.0,2.0,,1.0,4,1
hoor,0.863120568566631,1.0,0.863120568566631,1.0,-0.136879431433369,0.863120568566631,1.684397157166845,2,2
bandstand,4.235025097974575,3.459431618637298,0.9641892172937092,1.0000000000000002,0.7755934793372772,1.2241967943979164,1.179053913531454,21,11
studying,3.5325556082806715,0.0,0.9546313079936465,0.0,3.5325556082806715,,1.2268434600317675,13,1
souk,1.974937501201927,0.0,0.9874687506009635,0.0,1.974937501201927,,1.0626562469951826,4,1
hobbling,1.5566567074628228,1.584962500721156,0.9821410328348752,1.0,-0.028305793258333267,0.9821410328348752,1.089294835825624,3,3
inner,0.0,1.5,0.0,0.9463946303571862,-1.5,0.0,6.0,1,3
pricier,0.9182958340544896,0.0,0.9182958340544896,0.0,0.9182958340544896,,1.4085208297275522,2,1
nosh,2.820898501329615,0.0,0.940299500443205,0.0,2.820898501329615,,1.298502497783975,8,1
glimmer,5.732105046811063,4.821079655532892,0.742394950086225,0.819543122891995,0.9110253912781712,1.1889670896087843,2.288025249568875,211,59
candidate,6.475492093076763,6.062978401194408,0.7539535737104814,0.9459523473610986,0.41251369188235554,1.0680381265750658,2.230232131447593,385,85
clinking,4.116510625254787,1.584962500721156,0.923102085039416,1.0,2.5315481245336313,2.5972290343662894,1.3844895748029198,22,3
gauntness,1.4353713907745331,3.121928094887362,0.9056185178648963,0.9848586617875466,-1.6865567041128289,0.45977080417873006,1.4719074106755183,3,9
intensity,7.373496555892015,5.814318348506969,0.7838085128093514,0.8374945913379633,1.5591782073850462,1.2681618229221006,2.080957435953243,679,123
ap,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
justification,6.54800419402123,3.9828975908824225,0.887860228406311,0.8285008399541459,2.5651066031388075,1.6440302680668475,1.560698857968445,166,28
crusty,3.105684176531884,2.5,0.934904094195088,0.967132018086354,0.6056841765318839,1.2422736706127535,1.3254795290245598,10,6
gion,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
inciter,1.0,0.0,1.0,0.0,1.0,,1.0,2,1
maquette,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
filling,6.313266286535401,4.229808798348054,0.9402793314489784,0.9108397472905473,2.0834574881873476,1.492565406029946,1.2986033427551082,105,25
knothole,2.582059910580258,1.0,0.9197482976921849,1.0,1.582059910580258,2.582059910580258,1.4012585115390754,7,2
leadie,2.1895415173391393,2.0,0.9429842044464151,1.0,0.18954151733913926,1.0947707586695696,1.2850789777679248,5,4
dragonfire,1.0,0.0,1.0,0.0,1.0,,1.0,2,1
nitroglycerine,0.9182958340544896,1.0,0.9182958340544896,1.0,-0.08170416594551044,0.9182958340544896,1.4085208297275522,2,2
besom,1.2388954222347044,0.0,0.6194477111173522,0.0,1.2388954222347044,,2.902761444413239,4,1
slink,2.984234164652489,0.0,0.9947447215508296,0.0,2.984234164652489,,1.026276392245852,8,1
soirée,3.023072504481401,2.0,0.8432647493169805,1.0,1.023072504481401,1.5115362522407005,1.7836762534150976,12,4
delicateness,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,2
veterinarian,5.156017029281134,2.0,0.9044946151912833,1.0,3.1560170292811343,2.578008514640567,1.4775269240435835,52,4
xenophobia,3.1416192081839793,0.0,0.9910705164174377,0.0,3.1416192081839793,,1.0446474179128113,9,1
medulla,1.0,1.6644977792004614,1.0,0.8322488896002307,-0.6644977792004614,0.6007818168915481,1.0,2,4
penicillin,3.535727659493042,2.75,0.9862662883591642,0.979569764547061,0.785727659493042,1.2857191489065607,1.068668558204179,12,7
